title,pubDate,guid,link,description,Predicted_Category
Wales suffer record loss in heavy Australia defeat,2024-11-17 18:14,https://www.bbc.com/sport/rugby-union/articles/clyj2xj5563o#8,https://www.bbc.com/sport/rugby-union/articles/clyj2xj5563o,Wales sink to an all-time results low in their 143-year international rugby history with a heavy loss to Australia in Cardiff with Warren Gatland under pressure.,Sports
'We're in it to win it' - Boulter & Raducanu put GB into BJK Cup semis,2024-11-17 20:29,https://www.bbc.com/sport/tennis/articles/c3dezjrm734o#8,https://www.bbc.com/sport/tennis/articles/c3dezjrm734o,Emma Raducanu and Katie Boulter combine to lead Great Britain into the Billie Jean King Cup semi-finals at the expense of defending champions Canada.,Sports
Littler wins Grand Slam to go fifth in world rankings,2024-11-17 20:59,https://www.bbc.com/sport/darts/articles/c4g72n4d1kno#8,https://www.bbc.com/sport/darts/articles/c4g72n4d1kno,Teenager Luke Littler continues his sensational maiden professional year by winning the Grand Slam of Darts with a 16-3 trashing of qualifier Martin Lukeman.,Sports
Final T20 between England and West Indies washed out,2024-11-17 22:54,https://www.bbc.com/sport/cricket/articles/c3dezdxm3pgo#8,https://www.bbc.com/sport/cricket/articles/c3dezdxm3pgo,"The fifth T20 between West Indies and England is abandoned because of rain, giving the visitors a 3-1 series win.",Sports
Brilliant Boulter puts GB into BJK Cup semi-finals,2024-11-17 20:28,https://www.bbc.com/sport/tennis/videos/cqxwlj2nnrdo#8,https://www.bbc.com/sport/tennis/videos/cqxwlj2nnrdo,Katie Boulter beats Canada's Leylah Fernandez in straight sets to send Great Britain into the semi-finals of the Billie Jean King Cup in Malaga.,Sports
'It's challenging' - Gatland considers Wales future after record loss,2024-11-17 20:12,https://www.bbc.com/sport/rugby-union/articles/cpdvy52090yo#8,https://www.bbc.com/sport/rugby-union/articles/cpdvy52090yo,Wales head coach Warren Gatland says he will think about his future following the record defeat against Australia in Cardiff.,Sports
The drama and farce of the Baker Street bank heist,2024-11-17 01:21,https://www.bbc.com/news/articles/cwygxe102ydo#9,https://www.bbc.com/news/articles/cwygxe102ydo,"In 1971, a group broke into a bank vault - but the plan was nearly brought down by a radio ham.",World
Arson attack possibly linked to loyalist feud,2024-11-17 12:01,https://www.bbc.com/news/articles/cnvj6nr8mmgo#9,https://www.bbc.com/news/articles/cnvj6nr8mmgo,The attack happened on Sunday morning at a property in Weaver's Grange in Newtownards.,Health
Flynn: Reaction to 2026 Holyrood bid 'not pleasant',2024-11-17 17:43,https://www.bbc.com/news/articles/c5yx4wxj4lyo#9,https://www.bbc.com/news/articles/c5yx4wxj4lyo,The SNP Westminster leader intends to stand for the Aberdeen South and North Kincardine seat.,Politics
Number of homeless people in Wales at record high,2024-11-17 21:55,https://www.bbc.com/news/articles/cm27e2gn515o#9,https://www.bbc.com/news/articles/cm27e2gn515o,"Charmaine, 38, has been waiting to move for two years and it is affecting her mental health.",Health
"‘I want justice for my daughter,' says mother of murder victim Harshita Brella",2024-11-18 18:55,https://www.bbc.com/news/articles/c7v3q8l7r43o#0,https://www.bbc.com/news/articles/c7v3q8l7r43o,The 24-year-old's family tell the BBC she moved to the UK in April after an arranged marriage with the man suspected of killing her.,World
Russia vows 'tangible' response if US missiles used against its territory,2024-11-18 21:02,https://www.bbc.com/news/articles/crr91nn9n79o#0,https://www.bbc.com/news/articles/crr91nn9n79o,"US approval for Ukraine to strike inside Russia is a key move in the war as it reaches its 1,000th day.",World
"We want 'strong' UK-China relationship, says Starmer",2024-11-18 17:09,https://www.bbc.com/news/articles/c1dp6wgk72ro#0,https://www.bbc.com/news/articles/c1dp6wgk72ro,The first in-person meeting since 2018 comes as the PM prioritises shoring up support for Ukraine.,Politics
'Hybrid warfare' warning as undersea cable between Germany and Finland severed,2024-11-18 20:01,https://www.bbc.com/news/articles/c9dl4vxw501o#0,https://www.bbc.com/news/articles/c9dl4vxw501o,"The two countries say they are ""deeply concerned"" as they raise the possibility of sabotage.",World
More snow and ice expected as UK braces for ‘first taste of winter’,2024-11-18 18:26,https://www.bbc.com/news/articles/clyd9xwe33no#0,https://www.bbc.com/news/articles/clyd9xwe33no,"The Met Office warned of possible travel disruption, with snow already falling in northern Scotland.",World
London becomes Emerald City for Wicked premiere,2024-11-18 22:14,https://www.bbc.com/news/articles/cvg5ldeyqleo#0,https://www.bbc.com/news/articles/cvg5ldeyqleo,"Ariana Grande, Cynthia Erivo and Jeff Goldbum were among those to brave the rainy weather for the premiere. ",Entertainment
"Diddy called witnesses from prison, prosecutors say",2024-11-18 23:20,https://www.bbc.com/news/articles/c80lmpn4kk9o#0,https://www.bbc.com/news/articles/c80lmpn4kk9o,"The star is accused of paying inmates for their phone privileges, and trying to influence witnesses.",World
UK-India trade talks to re-launch in the new year,2024-11-18 22:30,https://www.bbc.com/news/articles/cg7g3ykm7p8o#0,https://www.bbc.com/news/articles/cg7g3ykm7p8o,Sir Keir Starmer met Indian prime minister Narendra Modi at the G20 summit of global economic leaders.,World
Trump vows to use US military for mass deportations,2024-11-18 23:03,https://www.bbc.com/news/articles/cx2nrg4deyjo#0,https://www.bbc.com/news/articles/cx2nrg4deyjo,He has repeatedly said he would begin deportations on his first day in office after declaring a national emergency.,Politics
"Almost 100 Gaza food aid lorries violently looted, UN agency says",2024-11-18 20:23,https://www.bbc.com/news/articles/c5ypjd7gepmo#0,https://www.bbc.com/news/articles/c5ypjd7gepmo,"Drivers in Saturday's convoy were forced at gunpoint to unload their food supplies, according to Unrwa.",World
British Airways flights delayed by 'tech issue',2024-11-18 21:11,https://www.bbc.com/news/articles/cgej0z30yqzo#0,https://www.bbc.com/news/articles/cgej0z30yqzo,"Passengers are reporting delays, but the airline says flights are not being cancelled.",Lifestyle
Biden's move on missiles for Ukraine angers Trump allies,2024-11-18 20:27,https://www.bbc.com/news/articles/cdrdmkxy7xmo#1,https://www.bbc.com/news/articles/cdrdmkxy7xmo,It is not clear if Biden's decision will be endorsed by Donald Trump who has promised to end the Ukraine war.,Politics
How could striking deep inside Russia change the war?,2024-11-18 15:37,https://www.bbc.com/news/articles/cx2nrlq1840o#1,https://www.bbc.com/news/articles/cx2nrlq1840o,The US has never allowed Kyiv to use long-range missiles for attacks inside Russia proper – until now.,Technology
"The arms the US, UK and other nations are supplying",2024-11-18 14:41,https://www.bbc.co.uk/news/world-europe-62002218#1,https://www.bbc.co.uk/news/world-europe-62002218,The US will allow Ukrainian forces to fire its long-range ATACMS missiles on targets inside Russia.,Technology
Fury in Russia at 'serious escalation' of missile move,2024-11-18 10:24,https://www.bbc.com/news/articles/cvg5l1220zxo#1,https://www.bbc.com/news/articles/cvg5l1220zxo,"What really counts is what President Putin does next, writes the BBC's Steve Rosenberg.",Politics
What we know about North Korean troops in Ukraine,2024-11-18 13:02,https://www.bbc.com/news/articles/cm2796pdm1lo#1,https://www.bbc.com/news/articles/cm2796pdm1lo,Some observers say we should not be too quick to dismiss Pyongyang's military capabilities.,World
The activists facing jail in Hong Kong's largest national security case,2024-11-18 23:57,https://www.bbc.com/news/articles/c722wq7rgqgo#2,https://www.bbc.com/news/articles/c722wq7rgqgo,Pro-democracy icons such as Joshua Wong and Benny Tai will be sentenced in a controversial national security case.,World
The Papers: PM 'defiant' on Ukraine and 'Clarkson's farmy army',2024-11-18 23:42,https://www.bbc.com/news/articles/cd6vlzw25d2o#2,https://www.bbc.com/news/articles/cd6vlzw25d2o,Fears of escalation in the Ukraine war and the UK farmer's protests feature on Tuesday's front pages.,Politics
James Landale: What Starmer wants from China is more trade,2024-11-18 18:04,https://www.bbc.com/news/articles/c0rgx9vrv18o#2,https://www.bbc.com/news/articles/c0rgx9vrv18o,The PM wants to improve UK-Chinese relations but the re-election of Donald Trump could hinder his efforts. ,Politics
Will the UK follow the US and allow the use of long-range missiles in Ukraine?,2024-11-18 13:15,https://www.bbc.com/news/articles/c5yxl7g7l22o#2,https://www.bbc.com/news/articles/c5yxl7g7l22o,Britain has been unwilling to let Ukraine send storm shadow missiles into Russia over fears of escalation.,Politics
"'I'm undocumented, but I'm not scared' - migrants on Trump's deportation plans",2024-11-18 14:59,https://www.bbc.com/news/articles/c79zxjj0j55o#2,https://www.bbc.com/news/articles/c79zxjj0j55o,"While many are scared, some dismiss the dangers of mass deportations under Donald Trump. ",Politics
Furious row at UN as Russia blocks Sudan ceasefire move,2024-11-18 18:06,https://www.bbc.com/news/articles/c33elmnzj0po#4,https://www.bbc.com/news/articles/c33elmnzj0po,"The UK calls vetoing a ceasefire plan a ""disgrace"" but Russia says Sudan's sovereignty is being ignored.",Politics
Delhi air pollution reaches 'severe plus' levels ,2024-11-18 11:15,https://www.bbc.com/news/articles/c1wj43vqdlpo#4,https://www.bbc.com/news/articles/c1wj43vqdlpo,India's capital Delhi is experiencing one of its most polluted days this year.,Health
Davina McCall out of ICU after brain surgery,2024-11-18 12:57,https://www.bbc.com/news/articles/c5yxl3vzq32o#4,https://www.bbc.com/news/articles/c5yxl3vzq32o,"The presenter's partner says she has made an ""enormous leap forward"" as he thanked well-wishers.",Health
US awaits Lebanon response to Hezbollah-Israel ceasefire plan,2024-11-18 18:34,https://www.bbc.com/news/articles/cx24w9vwpelo#4,https://www.bbc.com/news/articles/cx24w9vwpelo,It comes amid escalating Israeli strikes seemingly aimed at pressurising Hezbollah and the government.,World
"Huw Edwards groomed me as a school pupil, man claims",2024-11-18 20:30,https://www.bbc.com/news/articles/cx2l4pxr5e7o#4,https://www.bbc.com/news/articles/cx2l4pxr5e7o,"The former news presenter invited the 18-year-old to BBC offices, he claims.",World
Harry Kane 'humbled' by statue unveiled near first club,2024-11-18 15:22,https://www.bbc.com/news/articles/cy4n103lxljo#4,https://www.bbc.com/news/articles/cy4n103lxljo,England captain returns to his Walthamstow roots for unveiling ceremony of life-size statue kept hidden for four years.,Sports
"'A coding Mozart': Boy, 7, gets job offer from Russian IT firm",2024-11-18 18:07,https://www.bbc.com/news/articles/crr91exlwd8o#4,https://www.bbc.com/news/articles/crr91exlwd8o,"The software company's boss said Sergey, who teaches coding in online videos, was 'a kind of Mozart' ",Technology
Biden allows Ukraine to strike Russia with American long-range missiles,2024-11-17 21:08,https://www.bbc.co.uk/sounds/play/p0k571cr#6,https://www.bbc.co.uk/sounds/play/p0k571cr,But why now? And what could this mean?,World
Russia’s fury over US missiles,2024-11-18 20:35,https://www.bbc.co.uk/sounds/play/p0k5ff8s#6,https://www.bbc.co.uk/sounds/play/p0k5ff8s,"And, when Prime Minister Starmer met China’s President Xi.",Politics
Kane keen to carry on beyond 2026 World Cup,2024-11-18 15:10,https://www.bbc.com/sport/football/articles/c8xp7r4ve24o#8,https://www.bbc.com/sport/football/articles/c8xp7r4ve24o,England captain Harry Kane says the 2026 Fifa World Cup may not be his last international tournament.,World
'They're like my kids' - how team harmony is fuelling GB's BJK Cup run,2024-11-18 18:01,https://www.bbc.com/sport/tennis/articles/cj4v0x702qzo#8,https://www.bbc.com/sport/tennis/articles/cj4v0x702qzo,The bond between GB's players is proving key in their winning run at the Billie Jean King Cup Finals in Malaga.,Sports
Garcia set to rejoin DP World Tour to aid Ryder Cup bid,2024-11-18 21:24,https://www.bbc.com/sport/golf/articles/ce89jelgwp2o#8,https://www.bbc.com/sport/golf/articles/ce89jelgwp2o,Sergio Garcia is set to rejoin the DP World Tour for the 2025 season as he seeks to play at next year's Ryder Cup.,Sports
De-icer and empty trains to tackle snow disruption,2024-11-18 21:17,https://www.bbc.com/news/articles/cq6lj0lgpl6o#9,https://www.bbc.com/news/articles/cq6lj0lgpl6o,"Staff armed with specialist anti-freeze kits will help clear icy spots on the railway, operators say.",Technology
Farmers gather for protest over tax changes,2024-11-18 22:35,https://www.bbc.com/news/articles/clygwpe17evo#9,https://www.bbc.com/news/articles/clygwpe17evo,"Thousands packed into the Eikon Exhibition Centre to protest against planned changes to inheritance tax on family farms.
",World
Search for Jigsaw Murder families after bones find,2024-11-18 22:54,https://www.bbc.com/news/articles/c9wrxezjx1wo#9,https://www.bbc.com/news/articles/c9wrxezjx1wo,Edinburgh University wants the two women's descendants to help decide what happens to their remains.,Education
"Huw Edwards groomed me as a school pupil, man claims",2024-11-18 20:30,https://www.bbc.com/news/articles/cx2l4pxr5e7o#9,https://www.bbc.com/news/articles/cx2l4pxr5e7o,"The former news presenter invited the 18-year-old to BBC offices, he claims.",World
"Ukraine fires US-supplied longer-range missiles into Russia, Moscow says",2024-11-19 15:39,https://www.bbc.com/news/articles/c0mzjm7knw7o#0,https://www.bbc.com/news/articles/c0mzjm7knw7o,"Missiles targeted an ammunitions depot in Bryansk region, Moscow says, with Foreign Minister Lavrov saying the US wanted to escalate the conflict.",World
Thousands of farmers protest against inheritance tax changes,2024-11-19 19:33,https://www.bbc.com/news/articles/czj71zyy934o#0,https://www.bbc.com/news/articles/czj71zyy934o,There has been outcry from many farmers after changes to inheritance tax for farms announced in the Budget.,World
Watch: The farming inheritance tax row explained,2024-11-19 17:38,https://www.bbc.com/news/videos/c05z2g3326go#0,https://www.bbc.com/news/videos/c05z2g3326go,"BBC Verify examines the different claims about how many farms will be affected by the inheritance tax changes for agricultural assets.
",World
Retiring Nadal's career over after Spain's Davis Cup defeat,2024-11-19 23:58,https://www.bbc.com/sport/tennis/articles/c0k82v4n25vo#0,https://www.bbc.com/sport/tennis/articles/c0k82v4n25vo,Rafael Nadal's illustrious career is over after his Spain team were beaten by the Netherlands in the Davis Cup quarter-finals.,Sports
Watch: Trump joins Musk to watch Starship test launch,2024-11-19 22:48,https://www.bbc.com/news/videos/cz9x2nk1jyvo#0,https://www.bbc.com/news/videos/cz9x2nk1jyvo,The president-elect visited the launch site in Texas to watch the spacecraft's sixth test flight.,Technology
Gisèle Pelicot condemns men accused of raping her and says French society must change,2024-11-19 16:20,https://www.bbc.com/news/articles/c1lg2593l8lo#0,https://www.bbc.com/news/articles/c1lg2593l8lo,She has waived her right to anonymity so the entire trial can be heard in public.,Lifestyle
"Winter fuel cut to put 50,000 pensioners into poverty next year",2024-11-19 19:39,https://www.bbc.com/news/articles/c80l9lde5yjo#0,https://www.bbc.com/news/articles/c80l9lde5yjo,"Government estimates reveal the impact of cuts to the winter fuel allowance, announced earlier this year. ",World
Harshita Brella was strangled before husband fled,2024-11-19 17:43,https://www.bbc.com/news/articles/cvg5zw812z0o#0,https://www.bbc.com/news/articles/cvg5zw812z0o,Police are hunting for the 24-year-old's husband after her body was found in a car boot.,World
Met Office issues new yellow warning for more snow and ice,2024-11-19 21:12,https://www.bbc.com/news/articles/clyd9xwe33no#0,https://www.bbc.com/news/articles/clyd9xwe33no,Snow has fallen across parts of the UK with forecasters saying there is a risk of ice as temperatures drop overnight.,Lifestyle
"Letby likely murdered more children, doctor tells inquiry",2024-11-19 20:08,https://www.bbc.com/news/articles/c4gp8p0493go#0,https://www.bbc.com/news/articles/c4gp8p0493go,Lead consultant Stephen Brearey said he believed Lucy Letby had murdered children prior to June 2015.,Health
Prosecutors back delaying Trump sentence until he leaves White House,2024-11-19 19:01,https://www.bbc.com/news/articles/czr72m57e1jo#0,https://www.bbc.com/news/articles/czr72m57e1jo,"New York prosecutors have vowed to oppose President-elect Donald Trump’s effort to overturn his criminal conviction, however.",Politics
Iran says woman detained after undressing released without charge,2024-11-19 16:42,https://www.bbc.com/news/articles/cwy42vxd99po#0,https://www.bbc.com/news/articles/cwy42vxd99po,"Ahoo Daryaei was released from a psychiatric ward into the care of her family, Iranian authorities say.",Health
Russian gains accelerate as Ukraine's Kursk gamble falters,2024-11-19 22:11,https://www.bbc.com/news/articles/cn0dpdx420lo#1,https://www.bbc.com/news/articles/cn0dpdx420lo,"Moscow's forces have taken more ground since September than they did over the course of 2023, analysts say. ",World
"'Push Russia harder,' Zelensky urges allies in speech",2024-11-19 13:23,https://www.bbc.com/news/articles/c9dl4w87d9zo#1,https://www.bbc.com/news/articles/c9dl4w87d9zo,"'The Russian military will be punished,' Ukraine's foreign ministry says as it marks the milestone.",Politics
'We booked a £99 stargazing break - all we got was an empty field',2024-11-19 00:41,https://www.bbc.com/news/articles/c0mzxe4dvw3o#2,https://www.bbc.com/news/articles/c0mzxe4dvw3o,A sophisticated scam promising a night in a stargazing dome in North Yorkshire catches people out. ,Entertainment
The Papers: 'Putin's nuke threat' and 'Farmageddon!',2024-11-19 23:49,https://www.bbc.com/news/articles/cvg0z89vwq1o#2,https://www.bbc.com/news/articles/cvg0z89vwq1o,Wednesday's headlines are led by growing fears over Russia's nuclear threat and the farmers' protests.,World
Trump and Xi Jinping’s ‘loving’ relationship has soured - can they rebuild it?,2024-11-19 03:35,https://www.bbc.com/news/articles/cdxvdqg8214o#2,https://www.bbc.com/news/articles/cdxvdqg8214o,What their dynamic means for the future of US-China relations,World
How are the inheritance tax rules changing?,2024-11-19 13:04,https://www.bbc.co.uk/news/business-36014533#2,https://www.bbc.co.uk/news/business-36014533,Chancellor Rachel Reeves has announced a series of changes to the way inheritance tax works.,Politics
Search for Jigsaw Murder families after bones find,2024-11-19 06:16,https://www.bbc.com/news/articles/c9wrxezjx1wo#2,https://www.bbc.com/news/articles/c9wrxezjx1wo,Edinburgh University wants the two women's descendants to help decide what happens to their remains.,Education
"Zoe Ball to leave Radio 2 breakfast show, with Scott Mills to take over",2024-11-19 13:06,https://www.bbc.com/news/articles/ckgzre423y2o#4,https://www.bbc.com/news/articles/ckgzre423y2o,The presenter is stepping back after six years at the helm but will remain at Radio 2. ,World
Prince Harry jokes in tattoo sketch for Invictus,2024-11-19 18:57,https://www.bbc.com/news/articles/cq8vpvl3jyko#4,https://www.bbc.com/news/articles/cq8vpvl3jyko,"Prince Harry has appeared in a comedy sketch about getting a tattoo, as he promotes his Invictus Games.",Entertainment
Son of Norwegian princess arrested on suspicion of rape,2024-11-19 16:55,https://www.bbc.com/news/articles/c789q5g82vwo#4,https://www.bbc.com/news/articles/c789q5g82vwo,"The 27-year-old, who is the stepson of the heir to the throne, is in detention in Oslo.",Politics
Getaway driver jailed for life over teens' murders,2024-11-19 13:28,https://www.bbc.com/news/articles/c5yg7lwe66yo#4,https://www.bbc.com/news/articles/c5yg7lwe66yo,"""Weak and cowardly"" Antony Snook was part of the group that killed Mason Rist and Max Dixon, a court hears.",World
Germany suspects sabotage behind severed undersea cables,2024-11-19 15:41,https://www.bbc.com/news/articles/c9dl4vxw501o#4,https://www.bbc.com/news/articles/c9dl4vxw501o,"The two countries say they are ""deeply concerned"" as they raise the possibility of sabotage.",World
"Man, 92, arrested over 1967 Bristol murder",2024-11-19 12:41,https://www.bbc.com/news/articles/crln1l9ew20o#4,https://www.bbc.com/news/articles/crln1l9ew20o,"Police say it follows a ""significant development"" in the investigation into who killed Louisa Dunne.",World
Google reacts angrily to report it will have to sell Chrome,2024-11-19 13:05,https://www.bbc.com/news/articles/cy4g193qezno#4,https://www.bbc.com/news/articles/cy4g193qezno,It's reported the US government wants the world's most popular web browser to be sold off to address monopoly concerns.,Technology
"1,000 Days of War",2024-11-19 00:01,https://www.bbc.co.uk/sounds/play/p0k5f4m2#6,https://www.bbc.co.uk/sounds/play/p0k5f4m2,Three Ukrainians on how their lives have changed and their hopes for peace,Lifestyle
Listen: Farmer v Starmer,2024-11-19 20:02,https://www.bbc.co.uk/sounds/play/p0k5npp2#6,https://www.bbc.co.uk/sounds/play/p0k5npp2,"And, Ukraine uses US long range missiles inside Russian territory for first time.",Technology
Guardiola agrees one-year extension at Man City,2024-11-19 22:15,https://www.bbc.com/sport/football/articles/cx2lpxkv2gno#8,https://www.bbc.com/sport/football/articles/cx2lpxkv2gno,Manchester City manager Pep Guardiola agrees a one-year contract extension to take his stay at the club to 10 seasons.,Sports
Wales boss Bellamy savours Nations League promotion,2024-11-19 23:49,https://www.bbc.com/sport/football/articles/cdrdpxp25l4o#8,https://www.bbc.com/sport/football/articles/cdrdpxp25l4o,Craig Bellamy hopes his successful start as Wales head coach has proved he is not the “lunatic” some expected him to be.,Sports
Retiring Nadal's career over after Spain's Davis Cup defeat,2024-11-19 23:58,https://www.bbc.com/sport/tennis/articles/c0k82v4n25vo#8,https://www.bbc.com/sport/tennis/articles/c0k82v4n25vo,Rafael Nadal's illustrious career is over after his Spain team were beaten by the Netherlands in the Davis Cup quarter-finals.,Sports
Missing out on BJK Cup final 'stings' but GB success 'close',2024-11-19 20:36,https://www.bbc.com/sport/tennis/articles/cgr0pwl417vo#8,https://www.bbc.com/sport/tennis/articles/cgr0pwl417vo,"Great Britain missing out on a first Billie Jean King Cup final for 43 years ""stings"", but Katie Boulter believes the team are close to ending their wait for glory.",Sports
In Pictures: Sporting photos of the week,2024-11-19 11:23,https://www.bbc.com/sport/articles/cly21lgm8lgo#8,https://www.bbc.com/sport/articles/cly21lgm8lgo,A selection of some of the most striking sports photographs taken around the world over the past seven days.,Sports
'Irresistible tennis!' - Raducanu puts GB ahead in BJK Cup semi-final,2024-11-19 13:38,https://www.bbc.com/sport/tennis/videos/c98er5dmq34o#8,https://www.bbc.com/sport/tennis/videos/c98er5dmq34o,"Watch the best shots as Emma Raducanu maintained her record of not dropping a set in this year's Billie Jean King Cup, beating Slovakia's Viktoria Hruncakova 6-4 6-4 in Great Britain's opening semi-final match.",Entertainment
How does Guardiola compare to other legendary managers?,2024-11-19 22:31,https://www.bbc.com/sport/football/articles/c62j03978lno#8,https://www.bbc.com/sport/football/articles/c62j03978lno,"As the Pep Guardiola contract news breaks, BBC Sport asks how does he compare to some other managerial legends?",Sports
Fatal dog attack victim may have had epileptic fit,2024-11-19 18:27,https://www.bbc.com/news/articles/cz7w2w28yevo#9,https://www.bbc.com/news/articles/cz7w2w28yevo,"Kelly Reilly, 33, may have had a seizure which triggered the dog attack in Coventry, a coroner says. ",Health
‘I didn’t think I’d walk again after road crash’,2024-11-20 00:05,https://www.bbc.com/news/articles/cd9nv9j58vyo#9,https://www.bbc.com/news/articles/cd9nv9j58vyo,Tom Hadden’s life changed forever when he was involved in a crash on a rural road in County Tyrone.,Health
BBC's Glenn Campbell: I want to show what it’s like living with a brain tumour,2024-11-19 23:00,https://www.bbc.com/news/articles/cwy9xm239lgo#9,https://www.bbc.com/news/articles/cwy9xm239lgo,BBC Scotland's political editor was diagnosed with an incurable cancer after having a seizure.,Politics
Called 'murdering scum' but still fighting for the hunt,2024-11-19 23:00,https://www.bbc.com/news/articles/ckgvj0z7244o#9,https://www.bbc.com/news/articles/ckgvj0z7244o,"In the countryside, some are fighting to save the hunt, while others are campaigning to outlaw it. ",Sports
"-	Captain Tom's family repeatedly made money from charity, inquiry finds",2024-11-21 00:02,https://www.bbc.com/news/articles/c86qdq67dd5o#0,https://www.bbc.com/news/articles/c86qdq67dd5o,"The fundraiser's family damaged public trust by not donating any money from his books, a report finds.",Politics
Ukraine fires UK-supplied Storm Shadow missiles at Russia for first time,2024-11-20 19:59,https://www.bbc.com/news/articles/c4g704g051go#0,https://www.bbc.com/news/articles/c4g704g051go,The BBC understands the long-range missiles have been fired into Russian territory by Ukraine.,Technology
Russia and US battle for advantage in Ukraine war ahead of Trump's return,2024-11-20 20:41,https://www.bbc.com/news/articles/c8jyvv1l99wo#0,https://www.bbc.com/news/articles/c8jyvv1l99wo,Moscow appears to be maximising its gains while Joe Biden abandons long-held red lines at the end of his presidency.,Politics
"Al Fayed abuse could be on scale of Savile, survivors’ advocate tells BBC",2024-11-20 13:01,https://www.bbc.com/news/articles/c937670xvyvo#0,https://www.bbc.com/news/articles/c937670xvyvo,"Speaking about her new role, Dame Jasvinder Sanghera says Al Fayed's ""tentacles went far and wide"".",World
Cheryl and One Direction stars mourn Liam Payne at funeral,2024-11-20 14:13,https://www.bbc.com/news/articles/cy7d2k41l6vo#0,https://www.bbc.com/news/articles/cy7d2k41l6vo,The band's members including Harry Styles join family and friends to remember the late star.,Entertainment
"Top footballer took thousands of pounds, claim teammates and parents",2024-11-20 17:12,https://www.bbc.com/news/articles/c86q7z1yp9eo#0,https://www.bbc.com/news/articles/c86q7z1yp9eo,"Natasha Harding, now Allen-Wyatt, is accused of taking money for coaching that she did not deliver. ",Sports
"The model, British tech and Russia's war machine",2024-11-20 22:36,https://www.bbc.com/news/articles/cn4vzlx1350o#0,https://www.bbc.com/news/articles/cn4vzlx1350o,"£1.6m of British kit shipped to companies tied to Russian military despite sanctions, customs documents claim.",Finance
MPs raise questions about Rachel Reeves's CV,2024-11-20 18:55,https://www.bbc.com/news/articles/cwy12820kwwo#0,https://www.bbc.com/news/articles/cwy12820kwwo,Claims the chancellor embellished her work achievements were seized on by Tory and Reform MPs at PMQs.,Politics
Atlas of cells transforms understanding of human body,2024-11-20 16:00,https://www.bbc.com/news/articles/c23829l8kzro#0,https://www.bbc.com/news/articles/c23829l8kzro,Scientists are mapping out the 37 trillion cells of the human body and changing what we thought we knew,Technology
"£500m defence cuts as ships, drones and helicopters scrapped",2024-11-20 16:07,https://www.bbc.com/news/articles/c2k0292v0w1o#0,https://www.bbc.com/news/articles/c2k0292v0w1o,"Critics said the move would leave UK defence weaker, at a time of growing international tensions and after over a decade of funding pressures on the armed forces. ",World
Fate of Gaetz ethics report uncertain after congressional panel deadlocked,2024-11-20 23:23,https://www.bbc.com/news/articles/cx2l0vqdg92o#0,https://www.bbc.com/news/articles/cx2l0vqdg92o,"President-elect Donald Trump's pick for the next attorney general is at the centre of a number of allegations, which he denies.",Politics
"Thames Water bonus should not be paid by customers, regulator to say",2024-11-20 18:00,https://www.bbc.com/news/articles/cly0pjedj0zo#0,https://www.bbc.com/news/articles/cly0pjedj0zo,The regulator uses new powers to prevent bonuses being funded from customer bills.,World
Starmer will struggle to keep his ‘smash the gangs’ promise - as I saw firsthand,2024-11-20 13:23,https://www.bbc.com/news/articles/c789l8wzeggo#1,https://www.bbc.com/news/articles/c789l8wzeggo,Keir Starmer says it is his personal mission to defeat the people-smuggling gangs,Politics
Faisal Islam: The cost-of-living crisis isn't over,2024-11-20 13:28,https://www.bbc.com/news/articles/cy9j2yqz11vo#1,https://www.bbc.com/news/articles/cy9j2yqz11vo,"Inflation is easing, but many people are still struggling to afford the basics.",World
BBC's Glenn Campbell: I'm showing what it’s like living with a brain tumour,2024-11-20 06:17,https://www.bbc.com/news/articles/cwy9xm239lgo#1,https://www.bbc.com/news/articles/cwy9xm239lgo,BBC Scotland's political editor was diagnosed with an incurable cancer after having a seizure.,Politics
What are the Storm Shadow missiles Ukraine has fired into Russia?,2024-11-20 17:58,https://www.bbc.com/news/articles/c0rwkk9r51jo#1,https://www.bbc.com/news/articles/c0rwkk9r51jo,Ukraine has used UK-supplied Storm Shadow missiles against targets inside Russia for the first time. ,Technology
Ariana Grande channelled her loss into Wicked role,2024-11-20 10:53,https://www.bbc.com/news/articles/cn0180npg93o#1,https://www.bbc.com/news/articles/cn0180npg93o,The adaptation of Broadway show Wicked has a star-studded cast of Ariana Grande and Jeff Goldblum.,Entertainment
Rust premieres at low-key film festival three years after shooting,2024-11-20 19:23,https://www.bbc.com/news/articles/c20722062gyo#3,https://www.bbc.com/news/articles/c20722062gyo,The movie’s star Alec Baldwin was not invited and did not attend the screening.,Entertainment
Longest-serving MPs unite to oppose assisted dying,2024-11-20 21:59,https://www.bbc.com/news/articles/cgl4p3yg769o#3,https://www.bbc.com/news/articles/cgl4p3yg769o,Labour's Diane Abbott and Conservative Sir Edward Leigh say they fear the bill will put the vulnerable at risk. ,Politics
Vatican in row at climate talks over gender rights,2024-11-20 17:12,https://www.bbc.com/news/articles/cdxvpl5zw19o#3,https://www.bbc.com/news/articles/cdxvpl5zw19o,Charities worry it could block a crucial deal giving women more support in the face of climate change.,World
Fresh weather warnings as UK hit by cold snap,2024-11-20 15:48,https://www.bbc.com/news/articles/clyd9xwe33no#3,https://www.bbc.com/news/articles/clyd9xwe33no,Fresh warnings of snow and ice announced for parts of the UK going into Thursday and the weekend.,Health
